List of benchmarks,d_0_5000,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0552485,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),73.66,72.64,71.16,69.21,66.81,63.97,60.7,57.01,,,,,,,,,,,
LC Temperature,78.23,,,,,,,,,,,,,,,,,,
Core Temperature(3D),83.38,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),73.66,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),74.19,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,leslie3d,,,,,,,,,,,,,,,,,,
IPS Performance(3D),37.968,,,,,,,,,,,,,,,,,,
Core Power(3D),9.39204,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.08668,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0730376,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),76.51,75.39,73.75,71.6,68.96,65.84,62.24,58.19,,,,,,,,,,,
LC Temperature,74.38,,,,,,,,,,,,,,,,,,
Core Temperature(3D),77.83,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),76.51,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),77.12,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,sphinx3,,,,,,,,,,,,,,,,,,
IPS Performance(3D),29.232,,,,,,,,,,,,,,,,,,
Core Power(3D),7.89417,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.0788,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0665257,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),75.46,74.38,72.8,70.72,68.17,65.15,61.67,57.75,,,,,,,,,,,
LC Temperature,70.88,,,,,,,,,,,,,,,,,,
Core Temperature(3D),72.68,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),75.46,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),76.05,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,astar,,,,,,,,,,,,,,,,,,
IPS Performance(3D),10.416,,,,,,,,,,,,,,,,,,
Core Power(3D),6.13064,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.114753,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0673939,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),75.58,74.49,72.9,70.81,68.25,65.22,61.73,57.8,,,,,,,,,,,
LC Temperature,64.91,,,,,,,,,,,,,,,,,,
Core Temperature(3D),65.79,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),75.58,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),76.19,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,mcf,,,,,,,,,,,,,,,,,,
IPS Performance(3D),9.45,,,,,,,,,,,,,,,,,,
Core Power(3D),5.90817,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.192568,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.158386,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),91.59,89.84,87.35,84.11,80.16,75.52,70.21,64.25,,,,,,,,,,,
LC Temperature,70.05,,,,,,,,,,,,,,,,,,
Core Temperature(3D),67.64,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),91.59,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),92.7,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,namd,,,,,,,,,,,,,,,,,,
IPS Performance(3D),57.792,,,,,,,,,,,,,,,,,,
Core Power(3D),8.70239,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.00306708,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),65.39,64.69,63.65,62.28,60.58,58.56,56.24,53.61,,,,,,,,,,,
LC Temperature,69.97,,,,,,,,,,,,,,,,,,
Core Temperature(3D),74.16,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),65.39,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),65.76,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,gcc,,,,,,,,,,,,,,,,,,
IPS Performance(3D),14.448,,,,,,,,,,,,,,,,,,
Core Power(3D),7.42896,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.0933288,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0781359,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),77.47,76.31,74.63,72.43,69.71,66.48,62.76,58.57,,,,,,,,,,,
LC Temperature,67.29,,,,,,,,,,,,,,,,,,
Core Temperature(3D),69.9,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),77.47,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),78.09,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,bzip2,,,,,,,,,,,,,,,,,,
IPS Performance(3D),30.618,,,,,,,,,,,,,,,,,,
Core Power(3D),7.38298,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.0467875,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.0404564,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),71.23,70.31,68.96,67.18,64.98,62.38,59.39,56.02,,,,,,,,,,,
LC Temperature,66.92,,,,,,,,,,,,,,,,,,
Core Temperature(3D),69.66,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),71.23,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),71.83,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,tonto,,,,,,,,,,,,,,,,,,
IPS Performance(3D),57.792,,,,,,,,,,,,,,,,,,
Core Power(3D),10.7138,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.00355687,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),65.45,64.74,63.7,62.32,60.62,58.6,56.27,53.64,,,,,,,,,,,
LC Temperature,75.5,,,,,,,,,,,,,,,,,,
Core Temperature(3D),81.5,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),65.45,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),65.82,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
List of benchmarks,gobmk,,,,,,,,,,,,,,,,,,
IPS Performance(3D),31.92,,,,,,,,,,,,,,,,,,
Core Power(3D),7.83783,,,,,,,,,,,,,,,,,,
Logic Core Power(3D),0.00591,,,,,,,,,,,,,,,,,,
Bank Power(3D),0.00725127,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),66.03,65.31,64.23,62.82,61.07,58.99,56.59,53.88,,,,,,,,,,,
LC Temperature,67.76,,,,,,,,,,,,,,,,,,
Core Temperature(3D),71.11,,,,,,,,,,,,,,,,,,
Maximum Bank Temperature(3D),66.03,,,,,,,,,,,,,,,,,,
Maximum LC Temperature(3D),66.42,,,,,,,,,,,,,,,,,,
Maximum Core Temperature(3D),-273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Power (in Watts),,,Temperature (in Celcius),,,,,,,,,,,,,,,
,Host Core,Logic Core,Mem,Mem,Logic Core,,,,,,,,,,,,,,
d_0_5000,8.27647,0.24160625,0.199562,100.79,102.09,,,B1,B3,AVERAGE(B4:Q4),B5,B9,B10,B11,,,,,
d_1_5000,6.89783,0.24160625,0.199562,100.67,101.97,,,B12,B14,AVERAGE(B15:Q15),B16,B20,B21,B22,,,,,
d_2_5000,9.65137,0.24160625,0.199562,100.67,101.97,,,B23,B25,AVERAGE(B26:Q26),B27,B31,B32,B33,,,,,
d_3_5000,6.35835,0.24160625,0.199562,100.79,102.09,,,B34,B36,AVERAGE(B37:Q37),B38,B42,B43,B44,,,,,
d_4_5000,9.30342,0.24160625,0.199562,100.67,101.97,,,B45,B47,AVERAGE(B48:Q48),B49,B53,B54,B55,,,,,
d_5_5000,9.38221,0.24160625,0.199562,100.26,101.54,,,B56,B58,AVERAGE(B59:Q59),B60,B64,B65,B66,,,,,
d_6_5000,7.95435,0.24160625,0.199562,100.26,101.54,,,B67,B69,AVERAGE(B70:Q70),B71,B75,B76,B77,,,,,
d_7_5000,7.12186,0.24160625,0.199562,100.67,101.97,,,B78,B80,AVERAGE(B81:Q81),B82,B86,B87,B88,,,,,
d_8_5000,8.02175,0.24160625,0.199562,100.67,101.97,,,B89,B91,AVERAGE(B92:Q92),B93,B97,B98,B99,,,,,
d_9_5000,9.15416,0.24160625,0.199562,100.26,101.54,,,B100,B102,AVERAGE(B103:Q103),B104,B108,B109,B110,,,,,
d_10_5000,8.61536,0.24160625,0.199562,100.26,101.54,,,B111,B113,AVERAGE(B114:Q114),B115,B119,B120,B121,,,,,
d_11_5000,8.47379,0.24160625,0.199562,100.67,101.97,,,B122,B124,AVERAGE(B125:Q125),B126,B130,B131,B132,,,,,
d_12_5000,8.04135,0.24160625,0.199562,100.79,102.09,,,B133,B135,AVERAGE(B136:Q136),B137,B141,B142,B143,,,,,
d_13_5000,11.2079,0.24160625,0.199562,100.67,101.97,,,B144,B146,AVERAGE(B147:Q147),B148,B152,B153,B154,,,,,
d_14_5000,8.12109,0.24160625,0.199562,100.67,101.97,,,B155,B157,AVERAGE(B158:Q158),B159,B163,B164,B165,,,,,
d_15_5000,8.20502,0.24160625,0.199562,100.79,102.09,,,B166,B168,AVERAGE(B169:Q169),B170,B174,B175,B176,,,,,
libquantum,6.58967,0.13002,0.106925,82.28,83.03,,,B177,B179,AVERAGE(B180:Q180),B181,B185,B186,B187,,,,,
omnetpp,6.7983,0.123371,0.103025,81.53,82.25,,,B188,B190,AVERAGE(B191:Q191),B192,B196,B197,B198,,,,,
calculix,14.061,0.02364,0.00140955,65.75,66.17,,,B199,B201,AVERAGE(B202:Q202),B203,B207,B208,B209,,,,,
cactusADM,10.9611,0.065995,0.0552485,73.66,74.19,,,B210,B212,AVERAGE(B213:Q213),B214,B218,B219,B220,,,,,
leslie3d,9.39204,0.08668,0.0730376,76.51,77.12,,,B221,B223,AVERAGE(B224:Q224),B225,B229,B230,B231,,,,,
sphinx3,7.89417,0.0788,0.0665257,75.46,76.05,,,B232,B234,AVERAGE(B235:Q235),B236,B240,B241,B242,,,,,
astar,6.13064,0.114753,0.0673939,75.58,76.19,,,B243,B245,AVERAGE(B246:Q246),B247,B251,B252,B253,,,,,
mcf,5.90817,0.192568,0.158386,91.59,92.7,,,B254,B256,AVERAGE(B257:Q257),B258,B262,B263,B264,,,,,
namd,8.70239,0,0.00306708,65.39,65.76,,,B265,B267,AVERAGE(B268:Q268),B269,B273,B274,B275,,,,,
gcc,7.42896,0.0933288,0.0781359,77.47,78.09,,,B276,B278,AVERAGE(B279:Q279),B280,B284,B285,B286,,,,,
bzip2,7.38298,0.0467875,0.0404564,71.23,71.83,,,B287,B289,AVERAGE(B290:Q290),B291,B295,B296,B297,,,,,
tonto,10.7138,0,0.00355687,65.45,65.82,,,B298,B300,AVERAGE(B301:Q301),B302,B306,B307,B308,,,,,
gobmk,7.83783,0.00591,0.00725127,66.03,66.42,,,B309,B311,AVERAGE(B312:Q312),B313,B317,B318,B319,,,,,
,,,,,,,,,,,,,,,,,,,
,Power (in Watts),,,Temperature (in Celcius),,,,,,,,,,,,,,,
,Host Core,Logic Core,Mem,Logic Core,Mem,,,,,,,,,,,,,,
d_0_5000,8.27647,0.24160625,0.199562,102.09,100.79,,,,,,,,,,,,,,
d_1_5000,6.89783,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_2_5000,9.65137,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_3_5000,6.35835,0.24160625,0.199562,102.09,100.79,,,,,,,,,,,,,,
d_4_5000,9.30342,0.24160625,0.199562,101.97,100.67,,,,318,,,,,,,,,,
d_5_5000,9.38221,0.24160625,0.199562,101.54,100.26,,,,393,,,,,,,,,,
d_6_5000,7.95435,0.24160625,0.199562,101.54,100.26,,,,,,,,,,,,,,
d_7_5000,7.12186,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_8_5000,8.02175,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_9_5000,9.15416,0.24160625,0.199562,101.54,100.26,,,,,,,,,,,,,,
d_10_5000,8.61536,0.24160625,0.199562,101.54,100.26,,,,,,,,,,,,,,
d_11_5000,8.47379,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_12_5000,8.04135,0.24160625,0.199562,102.09,100.79,,,,,,,,,,,,,,
d_13_5000,11.2079,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_14_5000,8.12109,0.24160625,0.199562,101.97,100.67,,,,,,,,,,,,,,
d_15_5000,8.20502,0.24160625,0.199562,102.09,100.79,,,,,,,,,,,,,,
libquantum,6.58967,0.13002,0.106925,83.03,82.28,,,,,,,,,,,,,,
omnetpp,6.7983,0.123371,0.103025,82.25,81.53,,,,,,,,,,,,,,
calculix,14.061,0.02364,0.00140955,66.17,65.75,,,,,,,,,,,,,,
cactusADM,10.9611,0.065995,0.0552485,74.19,73.66,,,,,,,,,,,,,,
leslie3d,9.39204,0.08668,0.0730376,77.12,76.51,,,,,,,,,,,,,,
sphinx3,7.89417,0.0788,0.0665257,76.05,75.46,,,,,,,,,,,,,,
astar,6.13064,0.114753,0.0673939,76.19,75.58,,,,,,,,,,,,,,
mcf,5.90817,0.192568,0.158386,92.7,91.59,,,,,,,,,,,,,,
namd,8.70239,0,0.00306708,65.76,65.39,,,,,,,,,,,,,,
gcc,7.42896,0.0933288,0.0781359,78.09,77.47,,,,,,,,,,,,,,
bzip2,7.38298,0.0467875,0.0404564,71.83,71.23,,,,,,,,,,,,,,
tonto,10.7138,0,0.00355687,65.82,65.45,,,,,,,,,,,,,,
gobmk,7.83783,0.00591,0.00725127,66.42,66.03,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,Prabhat Kanaujia,2016CS50789,Adithya Anand,2016CS10377,FP_Adder,"No TB, Some bugs left in overflow/underflow, Limited Validation for correctness",70,,,,,,,,,,,
,,Sushant Rathi ,2016CS10329 ,Saransh Verma ,2016CS10326,UART,Good,100,,,,,,,,,,,
,,Manish Tanwar,2016CS10363,Tarun Kumar Yadav,2016CS10359,CAM,One bug,95,,,,,,,,,,,
,,Shashwat Shivam,2016CS10328,Udit Jain,2016CS10327,UART,Good,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,Door up signalling issue. Open door button not working. Both lift respond when down input comes.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,d_0_5000,,,,,d_1_5000,,,,,d_2_5000,,,,,d_3_5000,,,
,99.71,100.26,100.33,99.87,,99.75,100.25,100.28,99.82,,99.82,100.28,100.25,99.75,,99.87,100.33,100.26,99.71
,99.85,100.6,100.79,100.33,,100.03,100.56,100.67,100.22,,100.22,100.67,100.56,100.03,,100.33,100.79,100.6,99.85
,98.29,99.95,100.6,100.26,,99.37,99.46,100.12,100.03,,100.03,100.12,99.46,99.37,,100.26,100.6,99.95,98.29
,93.33,98.29,99.85,99.71,,97.78,95.29,98.6,99.33,,99.33,98.6,95.29,97.78,,99.71,99.85,98.29,93.33
,,,,,,,,,,,,,,,,,,,
,d_4_5000,,,,,d_5_5000,,,,,d_6_5000,,,,,d_7_5000,,,
,99.33,100.03,100.22,99.82,,99.53,100,100.1,99.72,,99.72,100.1,100,99.53,,99.82,100.22,100.03,99.33
,98.6,100.12,100.67,100.28,,99.55,99.66,100.26,100.1,,100.1,100.26,99.66,99.55,,100.28,100.67,100.12,98.6
,95.29,99.46,100.56,100.25,,98.88,96.89,99.66,100,,100,99.66,96.89,98.88,,100.25,100.56,99.46,95.29
,97.78,99.37,100.03,99.75,,98.86,98.88,99.55,99.53,,99.53,99.55,98.88,98.86,,99.75,100.03,99.37,97.78
,,,,,,,,,,,,,,,,,,,
,d_8_5000,,,,,d_9_5000,,,,,d_10_5000,,,,,d_11_5000,,,
,97.78,99.37,100.03,99.75,,98.86,98.88,99.55,99.53,,99.53,99.55,98.88,98.86,,99.75,100.03,99.37,97.78
,95.29,99.46,100.56,100.25,,98.88,96.89,99.66,100,,100,99.66,96.89,98.88,,100.25,100.56,99.46,95.29
,98.6,100.12,100.67,100.28,,99.55,99.66,100.26,100.1,,100.1,100.26,99.66,99.55,,100.28,100.67,100.12,98.6
,99.33,100.03,100.22,99.82,,99.53,100,100.1,99.72,,99.72,100.1,100,99.53,,99.82,100.22,100.03,99.33
,,,,,,,,,,,,,,,,,,,
,d_12_5000,,,,,d_13_5000,,,,,d_14_5000,,,,,d_15_5000,,,
,93.33,98.29,99.85,99.71,,97.78,95.29,98.6,99.33,,99.33,98.6,95.29,97.78,,99.71,99.85,98.29,93.33
,98.29,99.95,100.6,100.26,,99.37,99.46,100.12,100.03,,100.03,100.12,99.46,99.37,,100.26,100.6,99.95,98.29
,99.85,100.6,100.79,100.33,,100.03,100.56,100.67,100.22,,100.22,100.67,100.56,100.03,,100.33,100.79,100.6,99.85
,99.71,100.26,100.33,99.87,,99.75,100.25,100.28,99.82,,99.82,100.28,100.25,99.75,,99.87,100.33,100.26,99.71
